JKL,ATC ,INN,Zašti?eno ime leka,FO,Pakovanje i ja?ina  leka,Naziv proizvo?a?a leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
1084300,N03AX16,pregabalin,EPICA,"kapsula, tvrda","blister, 90 po 50mg",Zdravlje A.D; Balkanpharma-Dupnitsa AD; Actavis EHF,Republika Srbija; Bugarska; Island,"2,002.90","0,3 g",133.53,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084105,N03AX16,pregabalin,PRAGIOLA,kapsula tvrda,"blister, 56 po 50mg","Krka, tovarna zdravil, d.d; TAD Pharma GmbH","Slovenija, Nema?ka","1,246.20","0,3 g",133.52,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084108,N03AX16,pregabalin,PRAGIOLA,kapsula tvrda,"blister, 56 po 75mg","Krka, tovarna zdravil, d.d; TAD Pharma GmbH","Slovenija, Nema?ka",907.00,0.3 g,64.79,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084131,N03AX16,pregabalin,PRAGIOLA,kapsula tvrda,"blister, 56 po 100 mg","Krka, tovarna zdravil, d.d; TAD Pharma GmbH","Slovenija, Nema?ka","1,584.60","0,3 g",84.89,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084134,N03AX16,pregabalin,PRAGIOLA,kapsula tvrda,"blister, 56 po 150 mg","Krka, tovarna zdravil, d.d; TAD Pharma GmbH","Slovenija, Nema?ka","1,441.20","0,3 g",51.47,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084143,N03AX16,pregabalin,PRAGIOLA,kapsula tvrda,"blister, 56 po 300 mg","Krka, tovarna zdravil, d.d; TAD Pharma GmbH","Slovenija, Nema?ka","2,468.50","0,3 g",44.08,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G 40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra"
1084144,N03AX16,pregabalin,PREGABALIN MYLAN PHARMA,"kapsula, tvrda","blister deljiv na pojedina?ne doze, 56 po 75 mg",Mylan B.V.; Mcdermott Laboratories Limited T/A Mylan Dublin; Mylan Hungary KFT.,Holandija; Irska; Ma?arska,907.00,0.3 g,64.79,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra."
1084145,N03AX16,pregabalin,PREGABALIN MYLAN PHARMA,"kapsula, tvrda","blister deljiv na pojedina?ne doze, 56 po 150 mg",Mylan B.V.; Mcdermott Laboratories Limited T/A Mylan Dublin; Mylan Hungary KFT.,Holandija; Irska; Ma?arska,"1,441.20",0.3 g,51.47,50.00,"1.  Adjuvantna terapija parcijalnih konvuzija sa ili bez sekundarne generalizacije kod odraslih bolesnika (G40).  
2. Generalizovani anksiozni poreme?aj (F41.1) kod odraslih posle nezadovoljavaju?eg odgovora na dva prethodno primenjena antidepresiva.","  Za indikaciju pod ta?kom 1.  lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra, a za indikaciju pod ta?kom 2. na osnovu mišljenja psihijatra/neuropsihijatra."
1085320,N04AA02,biperiden,MENDILEX,tableta,"blister, 50 po 2 mg",Alkaloid a.d.,Republika Makedonija,158.80,10 mg,15.88,50.00,, Lek se uvodi u terapiju na osnovu mišljenja neurologa ili neuropsihijatra ili psihijatra.
1085212,N04BA02,"levodopa, benzerazid",MADOPAR ,tableta,"boca staklena,100 po 250 mg (200 mg + 50 mg)","Galenika a.d., Srbija u saradnji sa F. Hoffmann-La Roche Ltd.",Republika Srbija,"2,263.70","0,6 g",67.91,50.00,Parkinsonova bolest ( G20; G21; G22 ).,Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra.
1085307,N04BA02,"levodopa, benzerazid",MADOPAR  ROCHE,tableta,"bo?ica,100 po 250 mg (200 mg + 50 mg)",F. Hoffmann-La Roche Ltd.,Švajcarska,"2,263.70","0,6 g",67.91,50.00,Parkinsonova bolest ( G20; G21; G22 ).,Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra.
1085302,N04BA02,"levodopa, benzerazid",MADOPAR  HBS,"kapsula sa produženim osloba?anjem, tvrda","bo?ica, 30 po (100 mg + 25 mg)",F. Hoffmann-La Roche Ltd.,Švajcarska,351.70,"0,6 g",70.34,50.00,Parkinsonova bolest ( G20; G21; G22 ).,Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra.
1085350,N04BB01,amantadin sulfat,PK MERZ,tableta,30 po 100 mg,Merz Pharma GmbH,Nema?ka,464.50,"0,2 g",30.97,50.00,Parkinsonova bolest ( G20; G21; G22 )., Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra.
1149040,N04BC01,bromokriptin,BROMOKRIPTIN,tableta,"blister, 30 po 2,5 mg",Zdravlje a.d.,Republika Srbija,409.80,40 mg,218.56,50.00,, Lek se uvodi u terapiju na osnovu mišljenja neurologa/neuropsihijatra ili endokrinologa.
1070056,N05AA01,hlorpromazin,HLORPROMAZIN,film tableta ,"blister, 50 po 25 mg",Galenika a.d.,Republika Srbija,104.10,300 mg,24.98,50.00,,
1070850,N05AB02,flufenazin,METOTEN,obložena tableta,25 po 1 mg,Hemofarm a.d.,Republika Srbija,107.90,10 mg,43.16,50.00,, Lek se uvodi u terapiju na osnovu mišljenja psihijatra/neuropsihijatra.
1070851,N05AB02,flufenazin,METOTEN,obložena tableta, 25 po 5 mg,Hemofarm a.d.,Republika Srbija,370.90,10 mg,29.67,50.00,, Lek se uvodi u terapiju na osnovu mišljenja psihijatra/neuropsihijatra.
1070254,N05AB02,flufenazin,MODITEN,obložena tableta,"bo?ica, 25 po 1mg","Krka, Tovarna Zdravil d.d",Slovenija,107.90,10 mg,43.16,50.00,, Lek se uvodi u terapiju na osnovu mišljenja psihijatra/neuropsihijatra.
1070256,N05AB02,flufenazin,MODITEN,obložena tableta,"bo?ica, 100 po 2,5mg","Krka, Tovarna Zdravil d.d",Slovenija,"1,178.40",10 mg,47.14,50.00,, Lek se uvodi u terapiju na osnovu mišljenja psihijatra/neuropsihijatra.
1070841,N05AD01,haloperidol,HALOPERIDOL HF,tableta,"blister, 30 po 10 mg",Hemofarm a.d.,Republika Srbija,446.30,8 mg,11.90,50.00,,
1070840,N05AD01,haloperidol,HALOPERIDOL HF,tableta,"plasti?na bo?ica,  25 po 2 mg",Hemofarm a.d.,Republika Srbija,219.90,8 mg,35.18,50.00,,
1070800,N05AD01,haloperidol,HALOPERIDOL,tableta,"blister, 25 po 2 mg",Zdravlje a.d.,Republika Srbija,219.90,8 mg,35.18,50.00,,
1070801,N05AD01,haloperidol,HALOPERIDOL,tableta,"blister, 30 po 10 mg",Zdravlje a.d.,Republika Srbija,446.30,8 mg,11.90,50.00,,
1070202,N05AD01,haloperidol,HALOPERIDOL KRKA,tableta,"bo?ica staklena, 25 po 2 mg",Krka d.d.,Slovenija,219.90,8 mg,35.18,50.00,,
1070205,N05AD01,haloperidol,HALDOL,tableta,"bo?ica staklena, 30 po 10 mg","Krka d.d. u saradnji sa Janssen Pharmaceutica N.V, Belgija",Slovenija,446.30,8 mg,11.90,50.00,,
1070018,N05AH03,olanzapin,TREANA,film tableta,"blister, 30 po 5 mg",Hemofarm a.d.,Republika Srbija,907.80,10 mg,60.52,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070017,N05AH03,olanzapin,TREANA,film tableta,"blister, 30 po 10 mg",Hemofarm a.d.,Republika Srbija,"1,806.90",10 mg,60.23,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070025,N05AH03,olanzapin,ONZAPIN,film tableta,"blister, 28 po 5 mg",Zdravlje a.d.; Actavis LTD,Republika Srbija; Malta,847.30,10 mg,60.52,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070023,N05AH03,olanzapin,ONZAPIN,film tableta,"blister, 28 po 10 mg",Zdravlje a.d.; Actavis LTD,Republika Srbija; Malta,"1,686.40",10 mg,60.23,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070015,N05AH03,olanzapin,ZALASTA,tableta,"blister, 28 po 5 mg","Krka Polska Spolka z.o.o.;
Krka, tovarna zdravil, d.d.","Poljska;
Slovenija",847.30,10 mg,60.52,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070016,N05AH03,olanzapin,ZALASTA,tableta,"blister, 28 po 10 mg","Krka Polska Spolka z.o.o.;
Krka, tovarna zdravil, d.d.","Poljska;
Slovenija","1,686.40",10 mg,60.23,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070093,N05AH03,olanzapin,OLPIN,film tableta,"blister, 30 po 5 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,907.80,10 mg,60.52,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070092,N05AH03,olanzapin,OLPIN,film tableta,"blister, 30 po 10 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,"1,806.90",10 mg,60.23,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070005,N05AH03,olanzapin,ONZAPIN,oralna disperzibilna tableta ,"blister, 28 po 15 mg",Actavis LTD   , Malta       ,"2,542.30",10 mg,60.53,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070008,N05AH03,olanzapin,ONZAPIN,oralna disperzibilna tableta ,"blister, 28 po 20 mg",Actavis LTD   , Malta       ,"3,389.90",10 mg,60.53,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070979,N05AH03,olanzapin,ZALASTA Q-Tab,oralna disperzibilna tableta,"blister, 28 po 5 mg", Krka Polska Spolka z.o.o.,Poljska,686.40,10 mg,49.03,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070975,N05AH03,olanzapin,ZALASTA Q-Tab,oralna disperzibilna tableta,"blister, 28 po 10 mg", Krka Polska Spolka z.o.o.,Poljska,"1,372.90",10 mg,49.03,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070976,N05AH03,olanzapin,ZALASTA Q-Tab,oralna disperzibilna tableta,"blister, 28 po 15 mg", Krka Polska Spolka z.o.o.,Poljska,"2,542.30",10 mg,60.53,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070977,N05AH03,olanzapin,ZALASTA Q-Tab,oralna disperzibilna tableta,"blister, 28 po 20 mg", Krka Polska Spolka z.o.o.,Poljska,"3,389.90",10 mg,60.53,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u ( F20 - F29 ),
 2. Mani?na epizoda sa psihoti?nim simptomima ( F30.2 ),
 3. Bipolarni afektivni poreme?aj, mani?na epizoda sa psihoti?nim simptomima ( F31.2 ),
 4. Bipolarni afektivni poreme?aj u remisiji ( F31.7 ).", Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra.
1070920,N05AX08,risperidon,RISPOLEPT,film tableta,"blister, 20 po 1 mg",Janssen-Cilag S.P.A.,Italija,152.60,5 mg,38.15,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070921,N05AX08,risperidon,RISPOLEPT,film tableta,"blister, 20 po 2 mg",Janssen-Cilag S.P.A.,Italija,274.60,5 mg,34.33,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070922,N05AX08,risperidon,RISPOLEPT,film tableta,"blister, 20 po 3 mg",Janssen-Cilag S.P.A.,Italija,457.70,5 mg,38.14,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070923,N05AX08,risperidon,RISPOLEPT,film tableta,"blister, 20 po 4 mg",Janssen-Cilag S.P.A.,Italija,678.00,5 mg,42.38,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070034,N05AX08,risperidon,RISPERIDON,film tableta,"blister, 20 po 1 mg",Hemofarm a.d.,Republika Srbija,152.60,5 mg,38.15,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070035,N05AX08,risperidon,RISPERIDON,film tableta,"blister, 20 po 2 mg",Hemofarm a.d.,Republika Srbija,274.60,5 mg,34.33,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070036,N05AX08,risperidon,RISPERIDON,film tableta,"blister, 20 po 3 mg",Hemofarm a.d.,Republika Srbija,457.70,5 mg,38.14,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070037,N05AX08,risperidon,RISPERIDON,film tableta,"blister, 20 po 4 mg",Hemofarm a.d.,Republika Srbija,678.00,5 mg,42.38,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070063,N05AX08,risperidon,TORENDO,film tableta,"blister, 20 po 2 mg",Krka Tovarna Zdravil d.d.,Slovenija,274.60,5 mg,34.33,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070066,N05AX08,risperidon,TORENDO,film tableta,"blister, 20 po 3 mg",Krka Tovarna Zdravil d.d.,Slovenija,457.70,5 mg,38.14,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070935,N05AX08,risperidon,RISSAR,film tableta,"blister, 20 po 1 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,152.60,5 mg,38.15,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070928,N05AX08,risperidon,RISSAR,film tableta,"blister, 20 po 2 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,274.60,5 mg,34.33,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070929,N05AX08,risperidon,RISSAR,film tableta,"blister, 20 po 3 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,457.70,5 mg,38.14,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070670,N05AX08,risperidon,AVERIDON,film tableta,"blister, 20 po 2 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,274.60,5 mg,34.33,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
2070924,N05AX08,risperidon,RISPOLEPT,oralni rastvor ,"boca staklena,100 ml (1 mg/ml)",Janssen Pharmaceutica N.V.,Belgija,"1,462.40",5 mg,73.12,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31)
 3. Prolazna psihoti?na stanja kod organskih poreme?aja ( F00.0, F06.0; F06.2; F06.9 ).
 4. Mentalna retardacija sa zna?ajnim poreme?ajem ponašanja koji zahteva pažnju ili tretman (F70; F71; F72; F73; F78; F79),
 5. Hiperkineti?ki poreme?aj ponašanja (F90.1),
 6. Poreme?aji ponašanja (F91).","Za indikaciju pod ta?kom 1. i 2. samo za odrasle osobe sa poreme?enim aktom gutanja. 
Za indikaciju pod ta?kom 3, 4, 5. i 6. samo za decu stariju od 5 godina i odrasle osobe sa poreme?enim aktom gutanja.
Prilikom propisivanja leka za pacijente sa poreme?enim aktom gutanja, izabrani lekar je u obavezi da na lekarskom receptu  u delu  „dijagnoza"" posle odgovaraju?e šifre, u skladu sa MKB-10 klasifikacijom, upiše slovo A, što ukazuje da se lek nalazi na Listi A.
Lek se uvodi u terapiju na osnovu mišljenja psihijatra ili neuropsihijatra ili neurologa."
1070666,N05AX08,risperidon,RISPERIDON ADOC,film tableta,"blister, 20 po 1 mg",Actavis EHF; Balkanpharma-Dupnitsa AD,Island; Bugarska,152.60,5 mg,38.15,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
1070080,N05AX08,risperidon,RISSAR,film tableta,"blister, 60 po 1 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,457.70,5 mg,38.14,50.00,"1. Šizofrenija, šizotipski poreme?aji i poreme?aji sa sumanutoš?u (F20 - F29),
 2. Bipolarni afektivni poreme?aj (F31),
 3. Prolazna psihoti?na stanja kod organskih poreme?aja (F00.0, F06.0; F06.2; F06.9).",Lek se uvodi u terapiju  na osnovu mišljenja  psihijatra ili neuropsihijatra ili neurologa.
